date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions,GQV_brand,GQV_generic,revenue_per_conversion
2023-09-25,Orebro County,308375,78,161,0,0,93.94,126.81,0.0,0.0,0,0.00030840400925212025,4.1665381649961448,1000
2024-11-04,Orebro County,308375,33,103,0,2,6.04,643.33,0.13,0.0,0,0.0006682086867129273,3.5236186070418913,1000
2023-06-26,Ostergotland County,472446,106,193,0,0,69.82,464.47,0.0,0.0,0,0.0012850167052171678,6.5260858391159084,1000
2023-04-10,Ostergotland County,472446,90,1334,0,473,114.38,1616.22,45.8,0.0,0,0.0015420200462606013,6.4994088923156,1000
2024-07-15,Ostergotland County,472446,23,91,0,0,13.26,0.0,0.0,0.0,0,0.00046260601387818041,5.5554356206630686,1000
2025-02-10,Ostergotland County,472446,73,131,0,53,44.97,69.35,1.44,0.0,0,0.000719609354921614,5.060549987149833,1000
2023-09-18,Ostergotland County,472446,75,236,0,0,82.65,394.25,0.0,0.0,0,0.0010794140323824211,6.386276021588281,1000
2023-03-27,Ostergotland County,472446,84,1492,0,455,20.45,1293.86,42.64,0.0,0,0.00097661269596504749,5.9147262914417889,1000
2024-02-12,Ostergotland County,472446,80,403,0,0,267.36,1006.46,0.0,0.0,0,0.00051400668208686714,5.3075301978925724,1000
2024-12-30,Ostergotland County,472446,29,65,0,0,9.28,0.0,0.0,0.0,0,0.00030840400925212025,5.0398869185299411,1000
2023-07-17,Ostergotland County,472446,59,405,4,0,42.39,563.55,0.0,0.2,0,0.00092521202775636081,6.5456694937034179,1000
2024-04-01,Ostergotland County,472446,41,481,0,0,13.09,716.79,0.0,0.0,0,0.000719609354921614,6.0040606527884863,1000
2023-07-31,Ostergotland County,472446,87,412,4,0,57.83,757.99,0.0,0.26,0,0.00082241069133898745,6.6506296581855562,1000
2024-05-20,Ostergotland County,472446,18,161,0,0,6.06,732.97,0.0,0.0,0,0.00041120534566949372,5.8855821125674632,1000
2024-11-04,Ostergotland County,472446,36,86,0,0,8.62,206.31,0.0,0.0,0,0.0006682086867129273,4.8918529940889233,1000
2023-04-03,Ostergotland County,472446,105,1269,0,440,28.04,1187.07,40.71,0.0,0,0.00056540735029555382,6.4596247751220766,1000
2024-11-11,Ostergotland County,472446,28,132,0,165,20.67,1589.16,10.3,0.0,0,0.000719609354921614,4.944076072988949,1000
2024-05-06,Ostergotland County,472446,60,318,0,0,91.09,748.58,0.0,0.0,0,0.000359804677460807,6.5466461063993835,1000
2024-12-23,Ostergotland County,472446,45,120,0,897,19.97,519.12,78.67,0.0,0,0.00010280133641737343,4.7251606270881519,1000
2023-04-17,Ostergotland County,472446,69,718,0,424,80.64,492.1,40.6,0.0,0,0.00056540735029555382,6.2804934464148037,1000
2025-02-17,Ostergotland County,472446,54,85,0,27,7.35,0.0,0.66,0.0,0,0.00051400668208686714,4.8838344898483683,1000
2024-12-23,Skane County,1428626,218,528,0,3754,56.12,2596.01,320.76,0.0,0,0.0026214340786430224,17.212233359033668,1000
2024-12-30,Skane County,1428626,217,366,0,0,28.7,2710.33,0.0,0.0,0,0.0025700334104343356,19.25042405551272,1000
2024-07-22,Sodermanland County,301542,14,59,0,0,17.79,276.21,0.0,0.0,0,0.00010280133641737343,3.2591621691081984,1000
2024-01-29,Sodermanland County,301542,40,23,0,0,17.45,20.89,0.0,0.0,0,5.1400668208686716e-05,3.7066563865330249,1000
2023-12-11,Sodermanland County,301542,42,634,0,0,52.44,149.12,0.0,0.0,0,0.00025700334104343357,3.4925726034438447,1000
2023-07-17,Sodermanland County,301542,31,0,2,0,4.57,0.0,0.0,0.18,0,0.00046260601387818041,4.2365458750963763,1000
2024-07-01,Sodermanland County,301542,23,69,0,0,4.98,550.38,0.0,0.0,0,0.00010280133641737343,3.7319969159599076,1000
2024-02-12,Sodermanland County,301542,36,23,0,0,22.97,52.43,0.0,0.0,0,0.0006682086867129273,3.2411719352351582,1000
2023-12-18,Sodermanland County,301542,46,331,0,0,19.54,47.01,0.0,0.0,0,0.000359804677460807,3.0038036494474429,1000
2023-04-03,Sodermanland County,301542,48,0,0,292,8.84,0.0,32.0,0.0,0,0.00030840400925212025,3.9819069647905421,1000
2024-04-08,Sodermanland County,301542,30,0,0,0,2.69,0.0,0.0,0.0,0,0.0006682086867129273,3.7692624004112054,1000
2024-11-18,Sodermanland County,301542,17,141,0,0,41.22,692.96,0.0,0.0,0,0.00015420200462606013,2.8687226933950143,1000
2024-08-19,Sodermanland County,301542,22,57,0,65,4.24,516.97,21.17,0.0,0,0.00020560267283474686,3.179491133384734,1000
2023-04-24,Sodermanland County,301542,41,0,0,263,27.65,0.0,25.35,0.0,0,0.00025700334104343357,4.0448727833461833,1000
2023-07-31,Sodermanland County,301542,69,0,7,0,78.61,0.0,0.0,0.44,0,0.00030840400925212025,4.2392187098432279,1000
2025-02-17,Sodermanland County,301542,14,74,0,20,8.52,103.52,0.73,0.0,0,0.00015420200462606013,2.7395014135183757,1000
2024-11-04,Sodermanland County,301542,26,122,0,0,7.02,211.6,0.0,0.0,0,0.00010280133641737343,2.970136211770753,1000
2024-08-12,Sodermanland County,301542,22,56,0,0,26.07,99.24,0.0,0.0,0,0.00015420200462606013,3.3653045489591364,1000
2023-11-13,Sodermanland County,301542,52,175,0,0,21.54,88.19,0.0,0.0,0,0.00025700334104343357,3.5213569776407092,1000
2024-01-15,Sodermanland County,301542,35,37,0,0,52.29,12.86,0.0,0.0,0,0.00041120534566949372,3.4864559239270112,1000
2023-07-10,Sodermanland County,301542,53,0,0,0,47.12,0.0,0.0,0.0,0,0.00020560267283474686,4.298894885633513,1000
2024-11-25,Sodermanland County,301542,13,118,0,745,2.61,337.07,96.26,0.0,0,0.0,2.9460292983808789,1000
2023-03-13,Sodermanland County,301542,59,0,0,334,105.2,0.0,43.64,0.0,0,0.00056540735029555382,3.8133127730660497,1000
2023-12-25,Sodermanland County,301542,55,13,0,0,42.96,0.0,0.0,0.0,0,0.00010280133641737343,3.411308147005911,1000
2024-06-17,Sodermanland County,301542,6,85,0,194,1.92,479.65,20.24,0.0,0,0.0,3.6522230789000258,1000
2023-10-09,Sodermanland County,301542,64,0,0,0,69.79,0.0,0.0,0.0,0,0.000359804677460807,3.95343099460293,1000
2024-02-19,Sodermanland County,301542,21,11,0,0,4.79,0.0,0.0,0.0,0,0.0,3.2266769468003083,1000
2023-07-24,Sodermanland County,301542,37,0,2,0,17.51,0.0,0.0,0.12,0,0.00025700334104343357,4.1982009766126955,1000
2023-04-17,Sodermanland County,301542,46,0,0,308,16.44,0.0,45.48,0.0,0,0.000359804677460807,4.0004626060138779,1000
2023-08-14,Sodermanland County,301542,45,0,9,0,127.8,0.0,0.0,0.42,0,0.00041120534566949372,4.049190439475713,1000
2024-12-23,Sodermanland County,301542,17,97,0,714,1.79,1201.96,68.98,0.0,0,0.00010280133641737343,2.83443844769982,1000
2024-04-22,Sodermanland County,301542,24,0,0,0,23.18,0.0,0.0,0.0,0,0.00030840400925212025,3.7954253405294267,1000
2024-08-26,Sodermanland County,301542,15,60,0,42,7.73,128.64,8.25,0.0,0,0.00015420200462606013,3.1147776921099974,1000
2024-12-30,Sodermanland County,301542,24,61,0,0,6.78,723.62,0.0,0.0,0,0.00010280133641737343,3.0877923413004371,1000
2023-09-04,Sodermanland County,301542,56,0,40,0,62.77,0.0,0.0,2.87,0,0.00041120534566949372,3.8596761757902853,1000
2024-04-29,Sodermanland County,301542,22,0,0,0,8.08,0.0,0.0,0.0,0,0.000359804677460807,3.8406065278848627,1000
2024-06-17,Uppsala County,407912,14,124,0,149,47.09,603.95,14.8,0.0,0,0.00015420200462606013,5.0426111539450016,1000
2023-07-24,Uppsala County,407912,48,0,5,0,83.31,0.0,0.0,0.32,0,0.00020560267283474686,5.1595476741197634,1000
2024-12-30,Uppsala County,407912,38,40,0,0,8.01,155.93,0.0,0.0,0,5.1400668208686716e-05,4.8142893857620148,1000
2025-02-17,Uppsala County,407912,38,61,0,23,12.79,407.02,1.02,0.0,0,0.001233616037008481,4.78200976612696,1000
2023-07-31,Uppsala County,407912,51,0,7,0,29.52,0.0,0.0,0.48,0,0.00025700334104343357,5.4329992289899769,1000
2023-07-17,Uppsala County,407912,46,0,1,0,46.14,0.0,0.0,0.07,0,0.000359804677460807,5.161809303520946,1000
2024-12-02,Uppsala County,407912,30,137,0,595,14.34,152.17,76.14,0.0,0,5.1400668208686716e-05,4.8834746851709072,1000
2024-06-10,Uppsala County,407912,29,124,0,51,19.99,101.32,4.3,0.0,0,0.00025700334104343357,5.2409663325623237,1000
2024-01-01,Uppsala County,407912,83,49,0,25,137.18,93.02,2.51,0.0,0,0.00051400668208686714,6.778051914674891,1000
2024-01-29,Uppsala County,407912,68,37,0,0,166.69,120.92,0.0,0.0,0,0.00082241069133898745,5.918838344898484,1000
2023-06-05,Uppsala County,407912,49,0,0,172,4.86,0.0,14.3,0.0,0,0.00087381135954767413,5.503983551786173,1000
2024-07-22,Uppsala County,407912,8,71,0,0,1.27,216.09,0.0,0.0,0,0.0,4.7231046003598047,1000
2024-12-23,Varmland County,283384,30,113,0,535,4.17,118.47,36.18,0.0,0,0.00041120534566949372,3.9904908763813931,1000
2024-05-20,Varmland County,283384,27,123,0,0,9.3,755.48,0.0,0.0,0,0.00010280133641737343,4.2396299151888979,1000
2023-05-29,Varmland County,283384,66,102,0,5512,26.74,239.02,253.79,0.0,0,0.0011822153687997944,4.1093806219480857,1000
2025-02-17,Varmland County,283384,52,89,0,32,53.85,70.09,0.83,0.0,0,0.000719609354921614,4.4061166795168338,1000
2023-03-06,Varmland County,283384,98,1111,0,490,26.49,898.06,46.55,0.0,0,0.00087381135954767413,4.3704960164482136,1000
2024-06-10,Varmland County,283384,45,92,0,79,420.1,261.9,6.87,0.0,0,0.00046260601387818041,4.3054227704960164,1000
2023-07-17,Varmland County,283384,54,224,6,0,68.55,241.73,0.0,0.3,0,0.00046260601387818041,4.8185556412233357,1000
2024-01-01,Varmland County,283384,96,275,0,13,106.06,594.18,0.96,0.0,0,0.00051400668208686714,5.9662811616551013,1000
2023-06-12,Varmland County,283384,74,217,0,87,49.24,251.76,5.81,0.0,0,0.0010794140323824211,3.9765098946286304,1000
2023-09-18,Varmland County,283384,86,170,0,0,69.41,297.2,0.0,0.0,0,0.0016962220508866615,4.3163711128244664,1000
2023-07-31,Varmland County,283384,88,231,15,0,81.18,525.47,0.0,0.67,0,0.00097661269596504749,4.69668465690054,1000
2024-07-29,Varmland County,283384,44,64,0,0,44.67,128.94,0.0,0.0,0,0.00020560267283474686,4.2385505011565154,1000
2023-11-27,Varmland County,283384,72,325,0,0,59.6,193.39,0.0,0.0,0,0.00082241069133898745,4.1544076072988947,1000
2024-08-05,Varmland County,283384,45,93,0,0,22.49,224.69,0.0,0.0,0,0.000359804677460807,4.4377794911333845,1000
2023-04-24,Varmland County,283384,78,510,0,388,92.86,265.92,34.44,0.0,0,0.0010794140323824211,4.3954253405294272,1000
2023-04-10,Varmland County,283384,71,1084,0,469,135.97,1584.66,43.44,0.0,0,0.00082241069133898745,4.2952968388589055,1000
2023-12-18,Varmland County,283384,73,518,0,0,174.36,325.09,0.0,0.0,0,0.00025700334104343357,3.430223592906708,1000
2024-04-15,Varmland County,283384,37,216,0,0,6.7,1247.22,0.0,0.0,0,0.00030840400925212025,3.9580570547417118,1000
2023-05-08,Varmland County,283384,76,121,0,320,94.85,44.94,33.73,0.0,0,0.00046260601387818041,4.2455409920328968,1000
2023-06-26,Varmland County,283384,71,128,1,0,35.2,80.58,0.0,0.07,0,0.00051400668208686714,4.5048059624775121,1000
2023-10-23,Varmland County,283384,82,156,0,0,81.54,80.16,0.0,0.0,0,0.00015420200462606013,4.0675918786944232,1000
2024-01-08,Varmland County,283384,88,190,0,0,92.85,117.54,0.0,0.0,0,0.00025700334104343357,4.69745566692367,1000
2024-05-13,Varmland County,283384,13,147,0,0,6.99,622.14,0.0,0.0,0,0.00025700334104343357,4.3324081213055772,1000
2023-05-01,Varmland County,283384,73,369,0,432,30.58,411.64,30.65,0.0,0,0.00077101002313030066,4.4575173477255206,1000
2024-07-22,Varmland County,283384,41,68,0,0,20.06,11.92,0.0,0.0,0,0.00056540735029555382,4.4231303006939093,1000
2023-12-25,Varmland County,283384,90,266,0,0,32.31,479.32,0.0,0.0,0,0.00041120534566949372,4.3229503983551787,1000
2024-06-17,Varmland County,283384,22,89,0,200,178.73,46.17,15.76,0.0,0,0.00010280133641737343,4.1045489591364683,1000
2023-08-14,Varmland County,283384,61,162,15,0,98.5,214.12,0.0,0.81,0,0.00056540735029555382,4.2848111025443334,1000
2023-10-23,Vasterbotten County,281138,77,0,0,0,105.01,0.0,0.0,0.0,0,0.00056540735029555382,4.529221279876638,1000
2024-09-02,Vasterbotten County,281138,30,90,0,263,7.16,275.97,26.59,0.0,0,0.00010280133641737343,5.071858134155744,1000
2024-07-22,Vasterbotten County,281138,18,67,0,0,6.08,35.61,0.0,0.0,0,5.1400668208686716e-05,5.2943716268311487,1000
2024-08-19,Vasterbotten County,281138,26,64,0,58,1.48,189.16,16.25,0.0,0,0.00020560267283474686,5.27710100231303,1000
2025-02-17,Vasterbotten County,281138,16,73,0,15,3.63,90.95,0.46,0.0,0,0.00015420200462606013,4.213569776407093,1000
2024-12-30,Vasterbotten County,281138,22,76,0,0,13.28,586.07,0.0,0.0,0,5.1400668208686716e-05,4.7451040863531224,1000
2023-12-25,Vasterbotten County,281138,30,10,0,0,12.01,0.0,0.0,0.0,0,0.00046260601387818041,3.9589822667694681,1000
2023-12-04,Vasterbotten County,281138,45,166,0,0,2.32,62.34,0.0,0.0,0,0.00082241069133898745,4.9022873297352865,1000
2024-11-25,Vasterbotten County,281138,20,101,0,602,0.6,409.64,64.85,0.0,0,0.00030840400925212025,4.3803135440760732,1000
2023-11-20,Vasterbotten County,281138,46,161,0,0,9.31,65.28,0.0,0.0,0,0.00030840400925212025,4.5274736571575431,1000
2023-12-11,Vasterbotten County,281138,38,590,0,0,147.76,106.0,0.0,0.0,0,0.00015420200462606013,4.0619378051914676,1000
2023-07-24,Vasterbotten County,281138,46,0,7,0,29.03,0.0,0.0,0.53,0,0.00030840400925212025,5.7048573631457211,1000
2024-12-02,Vasterbotten County,281138,14,123,0,498,0.71,321.66,66.62,0.0,0,0.000719609354921614,4.6022102287329734,1000
2025-01-13,Vasterbotten County,281138,30,75,0,0,7.21,12.35,0.0,0.0,0,0.000359804677460807,4.9218195836545879,1000
2024-04-08,Vasterbotten County,281138,26,0,0,0,9.48,0.0,0.0,0.0,0,0.00020560267283474686,5.1347725520431764,1000
2025-01-06,Vasterbotten County,281138,17,94,0,0,1.58,13.63,0.0,0.0,0,5.1400668208686716e-05,4.7034695451040864,1000
2024-11-04,Vasterbotten County,281138,14,92,0,0,1.97,261.0,0.0,0.0,0,5.1400668208686716e-05,3.6069390902081726,1000
2024-01-29,Vasterbotten County,281138,63,28,0,0,62.99,24.34,0.0,0.0,0,0.0006682086867129273,4.8888203546646105,1000
2024-07-29,Vasterbotten County,281138,30,72,0,0,9.5,264.94,0.0,0.0,0,0.00087381135954767413,5.4454895913646881,1000
2024-10-07,Vasterbotten County,281138,30,118,0,261,8.09,88.4,27.22,0.0,0,0.00082241069133898745,4.8555127216653817,1000
2023-10-02,Vasterbotten County,281138,10,0,0,0,2.41,0.0,0.0,0.0,0,0.00056540735029555382,4.3557954253405295,1000
2023-04-24,Vasterbotten County,281138,40,0,0,191,58.76,0.0,12.77,0.0,0,0.0,4.6260601387818046,1000
2023-07-17,Vasterbotten County,281138,27,0,11,0,16.71,0.0,0.0,0.96,0,0.00015420200462606013,6.0497558468260086,1000
2024-01-01,Vasterbotten County,281138,33,36,0,19,26.03,37.99,1.81,0.0,0,0.00010280133641737343,6.7731174505268568,1000
2024-02-26,Vasterbotten County,281138,34,13,0,0,95.63,250.16,0.0,0.0,0,0.00015420200462606013,4.5254690310974039,1000
2024-06-10,Vasterbotten County,281138,19,73,0,41,2.42,315.65,4.45,0.0,0,0.00015420200462606013,4.8619378051914675,1000
2025-01-27,Vasterbotten County,281138,43,72,0,0,7.89,257.31,0.0,0.0,0,0.000359804677460807,4.8906707787201231,1000
2024-07-01,Vasterbotten County,281138,19,58,0,0,14.31,119.36,0.0,0.0,0,0.00010280133641737343,5.5430480596247751,1000
2023-07-10,Vasterbotten County,281138,39,0,0,0,9.01,0.0,0.0,0.0,0,5.1400668208686716e-05,5.8254947314315082,1000
2023-08-14,Vasterbotten County,281138,49,0,24,0,33.52,0.0,0.0,1.06,0,0.000359804677460807,5.0694937034181446,1000
2024-04-01,Vasterbotten County,281138,34,0,0,0,7.54,0.0,0.0,0.0,0,0.00030840400925212025,4.7585710614237984,1000
2024-05-13,Vasterbotten County,281138,10,0,0,0,5.88,0.0,0.0,0.0,0,5.1400668208686716e-05,5.3422256489334359,1000
2024-12-16,Vasterbotten County,281138,28,98,0,326,59.96,87.16,45.98,0.0,0,0.00015420200462606013,4.5906450783860189,1000
2024-04-15,Vasterbotten County,281138,20,0,0,0,6.93,0.0,0.0,0.0,0,0.00020560267283474686,5.0978668722693392,1000
2024-11-11,Vasterbotten County,281138,23,100,0,96,21.31,154.06,5.84,0.0,0,0.00046260601387818041,4.1696222050886664,1000
2024-08-12,Vasterbotten County,281138,40,49,0,0,24.61,116.76,0.0,0.0,0,0.00051400668208686714,5.3447956823438707,1000
2023-05-22,Vasterbotten County,281138,34,0,0,186,8.32,0.0,17.26,0.0,0,5.1400668208686716e-05,5.4647134412747365,1000
2023-10-30,Vasterbotten County,281138,48,3552,0,0,28.61,28.02,0.0,0.0,0,0.00051400668208686714,4.6041120534566948,1000
2024-08-26,Vasterbotten County,281138,26,83,0,30,8.51,766.46,6.99,0.0,0,0.00010280133641737343,5.1910562837316885,1000
2024-08-05,Vasterbotten County,281138,22,75,0,0,7.39,263.77,0.0,0.0,0,0.00061680801850424051,5.4021074273965564,1000
2023-12-18,Vasterbotten County,281138,23,305,0,0,40.23,41.67,0.0,0.0,0,0.00020560267283474686,3.5677717810331533,1000
2024-10-28,Vasterbotten County,281138,30,102,0,251,8.71,89.15,20.81,0.0,0,0.00041120534566949372,4.4856335132356717,1000
2024-07-15,Vasterbotten County,281138,11,55,0,0,97.99,107.46,0.0,0.0,0,0.000359804677460807,5.6822410691338989,1000
2024-05-06,Vasterbotten County,281138,24,0,0,0,2.04,0.0,0.0,0.0,0,0.00020560267283474686,5.5377537907992807,1000
2024-12-09,Vasterbotten County,281138,17,138,0,746,2.94,63.79,55.52,0.0,0,0.00046260601387818041,5.3453610896941663,1000
2024-11-18,Vasterbotten County,281138,17,129,0,0,2.56,347.07,0.0,0.0,0,0.000359804677460807,5.1209971729632482,1000
2023-04-03,Vasterbotten County,281138,32,0,0,286,225.6,0.0,30.69,0.0,0,0.00082241069133898745,4.21094834232845,1000
2023-04-10,Vasterbotten County,281138,42,0,0,302,59.61,0.0,23.04,0.0,0,0.00010280133641737343,4.61449498843485,1000
2023-03-27,Vasterbotten County,281138,44,0,0,288,236.2,0.0,23.71,0.0,0,0.00030840400925212025,4.3153945001285017,1000
2024-03-11,Vasterbotten County,281138,42,0,0,0,15.02,0.0,0.0,0.0,0,0.00025700334104343357,4.53970701619121,1000
2024-03-18,Vasterbotten County,281138,19,0,0,0,2.83,0.0,0.0,0.0,0,0.00015420200462606013,4.4873811359547675,1000
2023-05-01,Vasterbotten County,281138,19,0,0,242,19.36,0.0,18.61,0.0,0,0.000719609354921614,5.0380364944744285,1000
2024-01-15,Vasterbotten County,281138,30,36,0,0,90.61,47.93,0.0,0.0,0,5.1400668208686716e-05,4.705731174505269,1000
2023-08-21,Vasterbotten County,281138,39,0,8,0,43.74,0.0,0.0,0.42,0,0.000359804677460807,4.6627602158828063,1000
2023-09-04,Vasterbotten County,281138,52,0,357,0,11.48,0.0,0.0,24.09,0,0.000359804677460807,5.10100231303007,1000
2023-08-07,Vasterbotten County,281138,38,0,14,0,36.96,0.0,0.0,0.62,0,0.000359804677460807,6.2399897198663581,1000
2023-06-26,Vasterbotten County,281138,22,0,2,0,3.83,0.0,0.0,0.17,0,0.00051400668208686714,4.8719095348239527,1000
2023-06-19,Vasterbotten County,281138,21,0,0,0,21.27,0.0,0.0,0.0,0,0.00020560267283474686,4.2861475199177592,1000
2023-07-31,Vasterbotten County,281138,41,0,17,0,19.28,0.0,0.0,0.94,0,0.000359804677460807,5.7607298894885632,1000
2024-04-22,Vasterbotten County,281138,29,0,0,0,1.75,0.0,0.0,0.0,0,0.00025700334104343357,5.0074530968902593,1000
2024-03-04,Vasterbotten County,281138,42,0,0,0,32.56,0.0,0.0,0.0,0,0.00025700334104343357,4.4129015677203807,1000
2024-06-03,Vasterbotten County,281138,12,49,0,0,16.28,0.0,0.0,0.0,0,0.00025700334104343357,5.0306347982523771,1000
2024-09-30,Vasterbotten County,281138,31,106,0,144,4.42,209.68,21.52,0.0,0,0.00015420200462606013,5.0296581855564124,1000
2023-10-16,Vasterbotten County,281138,41,0,0,0,61.82,0.0,0.0,0.0,0,0.00041120534566949372,4.5379593934721152,1000
2024-12-23,Vasterbotten County,281138,18,79,0,552,3.53,32.06,49.86,0.0,0,0.00020560267283474686,4.74325366229761,1000
2023-03-13,Vasterbotten County,281138,39,0,0,340,42.77,0.0,27.85,0.0,0,0.00015420200462606013,4.1277306604985862,1000
2025-01-20,Vasterbotten County,281138,43,84,0,1,4.46,38.84,0.06,0.0,0,0.00020560267283474686,4.4073502955538419,1000
2024-05-06,Vasternorrland County,241458,12,0,0,0,0.66,0.0,0.0,0.0,0,0.0,4.1641223335903366,1000
2024-11-18,Vasternorrland County,241458,7,85,0,0,12.02,30.86,0.0,0.0,0,0.0,2.9577486507324595,1000
2023-04-10,Vasternorrland County,241458,44,0,0,264,14.38,0.0,18.72,0.0,0,0.00046260601387818041,3.7384734001542022,1000
2023-07-17,Vasternorrland County,241458,37,0,1,0,17.49,0.0,0.0,0.04,0,5.1400668208686716e-05,4.6611153945001282,1000
2023-07-10,Vasternorrland County,241458,33,0,0,0,12.9,0.0,0.0,0.0,0,0.00051400668208686714,4.5725520431765609,1000
2025-01-20,Vasternorrland County,241458,13,52,0,1,2.52,77.69,0.03,0.0,0,0.00015420200462606013,3.0425083526085839,1000
2024-02-12,Vasternorrland County,241458,23,18,0,0,6.27,0.0,0.0,0.0,0,0.00025700334104343357,3.2105885376509895,1000
2023-12-25,Vasternorrland County,241458,37,14,0,0,13.38,11.49,0.0,0.0,0,0.0,3.5456180930352095,1000
2024-09-09,Vasternorrland County,241458,20,46,0,126,11.43,104.29,19.29,0.0,0,0.00030840400925212025,3.2040606527884861,1000
2024-07-15,Vasternorrland County,241458,4,39,0,0,4.75,0.0,0.0,0.0,0,0.00015420200462606013,4.0277049601644821,1000
2024-01-01,Vasternorrland County,241458,39,22,0,20,24.09,18.83,1.79,0.0,0,0.00025700334104343357,5.2659470573117453,1000
2024-01-08,Vasternorrland County,241458,40,12,0,0,84.12,0.0,0.0,0.0,0,0.00030840400925212025,4.0113081470059111,1000
2023-05-15,Vasternorrland County,241458,31,0,0,183,1.47,0.0,17.6,0.0,0,0.00030840400925212025,4.1003341043433563,1000
2024-07-29,Vasternorrland County,241458,24,41,0,0,59.59,0.0,0.0,0.0,0,0.00015420200462606013,3.4164996144949886,1000
2024-04-15,Vasternorrland County,241458,11,0,0,0,0.82,0.0,0.0,0.0,0,0.00025700334104343357,3.6852737085582112,1000
2024-12-23,Vasternorrland County,241458,12,68,0,571,1.99,366.65,38.86,0.0,0,5.1400668208686716e-05,3.0236957080442046,1000
2024-06-03,Vasternorrland County,241458,11,34,0,0,0.57,324.64,0.0,0.0,0,5.1400668208686716e-05,3.5946543305062968,1000
2023-09-18,Vasternorrland County,241458,28,0,0,0,10.17,0.0,0.0,0.0,0,0.00046260601387818041,3.8867129272680545,1000
2024-10-28,Vasternorrland County,241458,16,55,0,211,3.12,0.0,18.7,0.0,0,5.1400668208686716e-05,3.0459521973785657,1000
2024-12-30,Vasternorrland County,241458,10,33,0,0,0.28,614.37,0.0,0.0,0,5.1400668208686716e-05,3.237728090465176,1000
2023-06-19,Vasternorrland County,241458,19,0,0,0,9.11,0.0,0.0,0.0,0,0.00020560267283474686,3.6516062708815213,1000
2024-01-15,Vasternorrland County,241458,37,15,0,0,42.96,0.0,0.0,0.0,0,0.00010280133641737343,3.6914417887432536,1000
2023-12-18,Vasternorrland County,241458,28,208,0,0,70.66,20.42,0.0,0.0,0,0.00010280133641737343,3.0174248265227446,1000
2023-12-11,Vasternorrland County,241458,27,423,0,0,13.0,134.21,0.0,0.0,0,0.00056540735029555382,3.333744538679003,1000
2025-02-17,Vasternorrland County,241458,16,59,0,22,1.1,366.02,0.55,0.0,0,0.00020560267283474686,3.0260087381135956,1000
2024-11-25,Vasternorrland County,241458,8,51,0,706,1.0,168.24,98.85,0.0,0,0.00020560267283474686,2.711436648676433,1000
2023-07-24,Vasternorrland County,241458,39,0,0,0,22.98,0.0,0.0,0.0,0,0.000359804677460807,4.5106656386533022,1000
2024-04-29,Vasternorrland County,241458,13,0,0,0,0.86,0.0,0.0,0.0,0,5.1400668208686716e-05,3.8412233359033667,1000
2025-02-10,Vasternorrland County,241458,18,45,0,36,2.0,400.18,0.98,0.0,0,0.00015420200462606013,2.997070161912105,1000
2024-06-10,Vasternorrland County,241458,18,63,0,50,4.6,342.26,8.76,0.0,0,0.00015420200462606013,3.4490876381392956,1000
2024-06-17,Vasternorrland County,241458,4,55,0,118,0.32,199.38,11.71,0.0,0,0.00015420200462606013,3.4662554613209973,1000
2023-10-16,Vasternorrland County,241458,27,0,0,1,39.32,0.0,0.04,0.0,0,0.00025700334104343357,3.4465176047288613,1000
2023-07-31,Vasternorrland County,241458,39,0,4,0,12.03,0.0,0.0,0.22,0,0.00015420200462606013,4.51703932151118,1000
2025-01-13,Vasternorrland County,241458,15,40,0,2,1.09,177.09,0.09,0.0,0,0.00020560267283474686,3.3328707273194551,1000
2024-02-19,Vasternorrland County,241458,45,15,0,0,27.42,77.57,0.0,0.0,0,0.00015420200462606013,3.4027756360832693,1000
2024-11-11,Vasternorrland County,241458,22,65,0,105,6.38,181.29,7.48,0.0,0,0.00030840400925212025,2.9032125417630428,1000
2024-09-02,Vasternorrland County,241458,27,41,0,256,3.85,3.61,26.05,0.0,0,0.00020560267283474686,3.1770753019789257,1000
2024-05-27,Vasternorrland County,241458,11,21,0,0,4.69,75.3,0.0,0.0,0,0.00015420200462606013,3.6861475199177591,1000
2025-01-20,Vastmanland County,281158,12,68,0,4,1.32,432.45,0.12,0.0,0,0.00010280133641737343,3.2012336160370083,1000
2023-07-24,Vastmanland County,281158,37,0,3,0,20.3,0.0,0.0,0.23,0,0.00025700334104343357,3.5579028527370857,1000
2024-05-20,Vastmanland County,281158,14,0,0,0,3.29,0.0,0.0,0.0,0,0.00015420200462606013,3.63130300693909,1000
2024-09-09,Vastmanland County,281158,13,78,0,134,9.36,509.39,23.81,0.0,0,0.000359804677460807,3.1587766640966333,1000
2023-07-17,Vastmanland County,281158,23,0,0,0,17.69,0.0,0.0,0.0,0,5.1400668208686716e-05,3.5754304805962476,1000
2024-09-02,Vastmanland County,281158,21,80,0,298,4.38,162.44,22.0,0.0,0,0.00051400668208686714,3.0780776150089952,1000
2025-01-27,Vastmanland County,281158,15,62,0,0,0.87,465.08,0.0,0.0,0,0.00025700334104343357,3.1177589308661013,1000
2023-05-29,Vastmanland County,281158,48,0,0,1218,37.5,0.0,68.61,0.0,0,0.00015420200462606013,4.0804934464148035,1000
